Name,Location,Year,Miles_Driven,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mpg,Mileage km/l,Engine,Power,Seats,New_Price,Price,Difference
Toyota Corolla Executive (HE),Chennai,2007,55180,89000,Petrol,Manual,First,31.49,13.4,1794 CC,125 bhp,5,,3,3
Audi A6 2011-2015 2.0 TDI Premium Plus,Coimbatore,2014,30978,49964,Diesel,Automatic,First,41.55,17.68,1968 CC,174.33 bhp,5,,23.89,23.89
Toyota Innova 2.5 ZX Diesel 7 Seater BSIII,Mumbai,2014,21700,35000,Diesel,Manual,First,30.53,12.99,2494 CC,100.6 bhp,7,,12.75,12.75
Hyundai Grand i10 CRDi Sportz,Jaipur,2014,39680,64000,Diesel,Manual,First,56.40,24,1120 CC,70 bhp,5,,4.15,4.15
Volkswagen Vento IPL II Petrol Highline AT,Mumbai,2013,22320,36000,Petrol,Automatic,First,34.78,14.8,1598 CC,105 bhp,5,,4.65,4.65
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,Delhi,2012,48732,78600,Diesel,Manual,First,30.08,12.8,2494 CC,102 bhp,7,,8.9,8.9
Hyundai Verna CRDi SX,Jaipur,2008,105400,170000,Diesel,Manual,Second,39.48,16.8,1493 CC,110 bhp,5,,1.5,1.5
Maruti Ritz VDi,Pune,2015,40300,65000,Diesel,Manual,Second,54.52,23.2,1248 CC,73.94 bhp,5,,3.27,3.27
Audi Q7 3.0 TDI Quattro Technology,Pune,2008,74586,120300,Diesel,Automatic,Second,28.36,12.07,2967 CC,241.4 bhp,7,,18,18
Hyundai i20 Asta Option 1.2,Pune,2016,13020,21000,Petrol,Manual,First,43.71,18.6,1197 CC,81.83 bhp,5,,6.3,6.3
Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,11227,18108,Diesel,Manual,First,57.11,24.3,1248 CC,88.5 bhp,5,12.56,11.31,1.25
Honda City i VTEC S,Pune,2014,36212,58407,Petrol,Manual,First,40.89,17.4,1497 CC,117.3 bhp,5,,6.16,6.16
Maruti Ciaz ZXi,Pune,2014,30690,49500,Petrol,Manual,First,48.72,20.73,1373 CC,91.1 bhp,5,,6,6
Nissan Sunny XV CVT,Kochi,2013,23063,37199,Petrol,Automatic,First,41.13,17.5,1498 CC,99.6 bhp,5,11.33,5.43,5.9
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2012,38440,62000,Diesel,Manual,First,51.86,22.07,1199 CC,73.9 bhp,5,,4.65,4.65
Maruti Ertiga ZDI,Hyderabad,2015,36580,59000,Diesel,Manual,First,48.81,20.77,1248 CC,88.8 bhp,7,,7.5,7.5
Maruti Swift Dzire VDI,Jaipur,2015,37200,60000,Diesel,Manual,First,62.49,26.59,1248 CC,74 bhp,5,,6.25,6.25
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Bangalore,2007,24203,39037,Diesel,Automatic,First,34.87,14.84,2143 CC,170 bhp,5,,9.25,9.25
Honda Brio S MT,Mumbai,2013,10542,17003,Petrol,Manual,First,45.59,19.4,1198 CC,86.8 bhp,5,,3.15,3.15
Hyundai i10 Magna Optional 1.1L,Hyderabad,2008,49848,80400,Petrol,Manual,First,37.60,16,1086 CC,66.7 bhp,5,,2.3,2.3
Hyundai Verna 1.6 SX CRDi (O),Jaipur,2012,46624,75200,Diesel,Manual,First,52.45,22.32,1582 CC,126.32 bhp,5,,5.25,5.25
Maruti Ciaz VDI SHVS,Kochi,2017,25555,41217,Diesel,Manual,First,66.01,28.09,1248 CC,88.5 bhp,5,,7.4,7.4
Ford Ikon 1.3 Flair,Pune,2006,60942,98293,Petrol,Manual,Second,32.43,13.8,1299 CC,70 bhp,5,,1.55,1.55
Volkswagen Polo 1.2 MPI Highline,Pune,2017,33480,54000,Petrol,Manual,Second,38.07,16.2,1199 CC,74 bhp,5,,6,6
Honda Jazz 1.2 V i VTEC,Chennai,2016,10774,17377,Petrol,Manual,First,43.95,18.7,1199 CC,88.7 bhp,5,,5.9,5.9
Honda Amaze EX i-Dtech,Bangalore,2013,20956,33800,Diesel,Manual,Second,60.63,25.8,1498 CC,98.6 bhp,5,,4.7,4.7
Hyundai i20 Asta 1.4 CRDi,Hyderabad,2015,53417,86157,Diesel,Manual,First,52.97,22.54,1396 CC,88.73 bhp,5,,6.5,6.5
Maruti Ritz VDi,Hyderabad,2012,91031,146824,Diesel,Manual,First,49.59,21.1,1248 CC,73.9 bhp,5,,3.55,3.55
Honda City V MT,Chennai,2014,34100,55000,Petrol,Manual,First,39.48,16.8,1497 CC,116.3 bhp,5,,7.1,7.1
Skoda Superb 1.8 TSI MT,Hyderabad,2010,33042,53293,Petrol,Manual,First,30.88,13.14,1798 CC,160 bhp,5,,6,6
Maruti Vitara Brezza LDi Option,Pune,2017,23560,38000,Diesel,Manual,First,57.11,24.3,1248 CC,88.5 bhp,5,,7.99,7.99
Hyundai i20 Asta,Bangalore,2009,39680,64000,Petrol,Manual,Second,39.95,17,1197 CC,80 bhp,5,,4.1,4.1
Maruti Alto K10 VXI AGS,Hyderabad,2017,15536,25058,Petrol,Automatic,First,56.56,24.07,998 CC,67.1 bhp,5,,3.95,3.95
Hyundai EON Era Plus,Kochi,2016,22754,36700,Petrol,Manual,First,49.59,21.1,814 CC,55.2 bhp,5,,4.38,4.38
Hyundai i10 Sportz,Mumbai,2011,21700,35000,Petrol,Manual,First,47.85,20.36,1197 CC,78.9 bhp,5,,2.75,2.75
Mercedes-Benz SLK-Class SLK 350,Coimbatore,2016,14094,22732,Petrol,Automatic,First,42.54,18.1,3498 CC,306 bhp,2,,55.54,55.54
Audi A6 2.0 TDI Design Edition,Hyderabad,2014,29760,48000,Diesel,Automatic,First,43.55,18.53,1968 CC,187.74 bhp,5,,29,29
Ford EcoSport 1.5 TDCi Titanium,Bangalore,2013,38492,62084,Diesel,Manual,First,53.51,22.77,1498 CC,98.59 bhp,5,,6.6,6.6
Volkswagen Passat Highline DSG,Kolkata,2012,24349,39273,Diesel,Automatic,First,33.61,14.3,1968 CC,140 bhp,5,,6.99,6.99
Toyota Innova Crysta 2.4 ZX MT,Bangalore,2017,40175,64798,Diesel,Manual,First,32.15,13.68,2393 CC,147.8 bhp,7,26.45,18.75,7.7
Ford Figo Diesel ZXI,Jaipur,2010,62001,100002,Diesel,Manual,Third,47.00,20,1399 CC,68 bhp,5,,1.28,1.28
Chevrolet Aveo 1.4,Pune,2006,48360,78000,Petrol,Manual,Third,34.05,14.49,1399 CC,92.7 bhp,5,,1.2,1.2
Maruti Ritz LXi,Coimbatore,2013,35785,57717,Petrol,Manual,First,43.48,18.5,1197 CC,85.80 bhp,5,,4.31,4.31
Land Rover Freelander 2 SE,Chennai,2011,67580,109000,Diesel,Automatic,First,29.12,12.39,2179 CC,147.51 bhp,5,,16.5,16.5
Hyundai Grand i10 Asta,Coimbatore,2017,46199,74515,Petrol,Manual,First,44.42,18.9,1197 CC,82 bhp,5,,5.64,5.64
Ford Endeavour 3.2 Trend AT 4X4,Coimbatore,2017,31300,50484,Diesel,Automatic,First,25.64,10.91,3198 CC,197.2 bhp,7,,31.12,31.12
Audi Q5 2008-2012 2.0 TDI,Kochi,2013,8340,13452,Diesel,Automatic,First,30.08,12.8,1968 CC,167.6 bhp,5,,25.46,25.46
Hyundai Verna 1.6 VTVT,Kochi,2017,23367,37688,Petrol,Manual,First,39.97,17.01,1591 CC,121.3 bhp,5,,7.88,7.88
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Chennai,2017,21080,34000,Diesel,Automatic,First,30.55,13,2143 CC,204 bhp,5,,36,36
Mercedes-Benz M-Class ML 350 4Matic,Pune,2014,74400,120000,Diesel,Automatic,First,0.00,0,2987 CC,165 bhp,5,,30,30
Maruti Swift Dzire ZXi,Pune,2008,39680,64000,Petrol,Manual,Second,41.13,17.5,1298 CC,85.8 bhp,5,,2.85,2.85
Honda City 1.3 EXI S,Delhi,2011,62000,100000,Petrol,Manual,First,30.55,13,1343 CC,90 bhp,5,,3.5,3.5
Renault Duster 85PS Diesel RxL Optional,Jaipur,2014,46500,75000,Diesel,Manual,First,48.08,20.46,1461 CC,83.8 bhp,5,,7.5,7.5
Mercedes-Benz New C-Class 220 CDI AT,Hyderabad,2012,53320,86000,Diesel,Automatic,First,34.87,14.84,2143 CC,170 bhp,5,,19,19
BMW X5 xDrive 30d Design Pure Experience 5 Seater,Hyderabad,2015,42780,69000,Diesel,Automatic,First,37.53,15.97,2993 CC,258 bhp,5,,54,54
Hyundai Xcent 1.2 Kappa SX Option,Kochi,2015,25867,41721,Petrol,Manual,First,44.89,19.1,1197 CC,82 bhp,5,,4.7,4.7
Maruti Dzire AMT ZXI Plus,Hyderabad,2017,8060,13000,Petrol,Automatic,First,51.70,22,1197 CC,81.80 bhp,5,10.34,8.5,1.84
BMW 3 Series 320d Corporate Edition,Kolkata,2013,24179,38998,Diesel,Automatic,First,37.76,16.07,1995 CC,181 bhp,4,,17,17
Maruti Alto 800 LXI,Kochi,2017,33635,54250,Petrol,Manual,First,53.44,22.74,796 CC,47.3 bhp,5,,3.51,3.51
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2013,28507,45979,Diesel,Automatic,Second,40.21,17.11,1968 CC,174.33 bhp,5,,19.5,19.5
Mini Cooper S,Pune,2012,22940,37000,Petrol,Automatic,Second,31.96,13.6,1598 CC,181 bhp,4,,17,17
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,29129,46983,Diesel,Automatic,Second,28.36,12.07,2967 CC,241.4 bhp,7,,43.35,43.35
Chevrolet Beat Diesel LT,Bangalore,2012,25234,40700,Diesel,Manual,First,59.78,25.44,936 CC,57.6 bhp,5,,2.65,2.65
Maruti Wagon R LXI BS IV,Kochi,2015,27173,43828,Petrol,Manual,First,48.20,20.51,998 CC,67.04 bhp,5,,3.52,3.52
Nissan Terrano XV Premium 110 PS,Kolkata,2016,32860,53000,Diesel,Manual,First,44.67,19.01,1461 CC,108.5 bhp,5,,6.25,6.25
BMW 3 Series 320d Luxury Plus,Ahmedabad,2015,62000,100000,Diesel,Automatic,First,44.37,18.88,1995 CC,184 bhp,5,,24.75,24.75
Maruti Swift Dzire VXI,Mumbai,2015,11780,19000,Petrol,Manual,First,49.00,20.85,1197 CC,83.14 bhp,5,,5.25,5.25
Skoda Yeti Elegance 4X2,Jaipur,2016,52080,84000,Diesel,Manual,First,41.64,17.72,1968 CC,108.5 bhp,5,,11,11
Ford EcoSport 1.5 Ti VCT AT Titanium,Kochi,2018,23331,37630,Petrol,Automatic,First,36.73,15.63,1499 CC,110.4 bhp,5,,9.1,9.1
Hyundai i20 1.2 Magna,Chennai,2010,41983,67714,Petrol,Manual,First,43.48,18.5,1197 CC,80 bhp,5,,3.25,3.25
Maruti S Cross DDiS 200 Sigma Option,Pune,2017,19840,32000,Diesel,Manual,First,35.25,15,1248 CC,88.5 bhp,5,,8.5,8.5
Hyundai Verna Transform VTVT,Pune,2010,31620,51000,Petrol,Manual,First,38.07,16.2,1599 CC,103.2 bhp,5,,3.1,3.1
BMW 3 Series 320d Luxury Line,Kochi,2015,36202,58390,Diesel,Automatic,First,44.37,18.88,1995 CC,184 bhp,5,,19.86,19.86
Hyundai Grand i10 1.2 CRDi Magna,Kolkata,2017,8680,14000,Diesel,Manual,First,56.40,24,1186 CC,73.97 bhp,5,7.46,4.9,2.56
Honda City i-VTEC V,Delhi,2014,34607,55818,Petrol,Manual,Second,40.89,17.4,1497 CC,117.3 bhp,5,11.85,5.7,6.15
Maruti Swift 1.3 VXi,Chennai,2006,60636,97800,Petrol,Manual,Third,37.84,16.1,,,,,1.75,1.75
Maruti Swift VDI BSIV,Kolkata,2012,32389,52241,Diesel,Manual,First,59.22,25.2,1248 CC,74 bhp,5,,2.9,2.9
Maruti Baleno Zeta 1.3,Coimbatore,2018,15768,25433,Diesel,Manual,First,64.37,27.39,1248 CC,74 bhp,5,,7.83,7.83
Tata Safari Storme 2012-2015 LX,Kochi,2015,25179,40611,Diesel,Manual,First,32.90,14,2179 CC,138.1 bhp,7,,8.15,8.15
Hyundai Accent GLS,Bangalore,2008,44640,72000,Petrol,Manual,Second,31.02,13.2,1495 CC,94 bhp,5,,2,2
Maruti Swift LDI SP Limited Edition,Hyderabad,2016,33871,54631,Diesel,Manual,First,59.22,25.2,1248 CC,74 bhp,5,,6.25,6.25
Tata Nano XTA,Coimbatore,2016,15463,24941,Petrol,Automatic,First,51.47,21.9,624 CC,37.48 bhp,4,,3.19,3.19
Maruti Ertiga VDI,Ahmedabad,2017,39642,63939,Diesel,Manual,First,59.85,25.47,1248 CC,88.50 bhp,7,10.41,7.75,2.66
Maruti Celerio VXI AMT,Delhi,2014,21833,35214,Petrol,Automatic,Second,54.29,23.1,998 CC,67.04 bhp,5,5.57,3.2,2.37
Maruti Swift VDI BSIV,Delhi,2015,39060,63000,Diesel,Manual,First,59.22,25.2,1248 CC,74 bhp,5,,4.9,4.9
Volkswagen Vento Petrol Highline,Kochi,2012,75254,121377,Petrol,Manual,First,35.34,15.04,1598 CC,103.6 bhp,5,,3.8,3.8
Volkswagen Jetta 2007-2011 1.9 Highline TDI,Chennai,2009,62601,100970,Diesel,Automatic,First,36.43,15.5,1896 CC,105 bhp,5,,4,4
Mini Cooper 5 DOOR D,Hyderabad,2014,37200,60000,Diesel,Automatic,Second,48.65,20.7,1496 CC,113.98 bhp,5,42.48,23.5,18.98
Tata Indica V2 DLS,Chennai,2008,48143,77650,Diesel,Manual,First,40.42,17.2,1396 CC,53.5 bhp,5,,1.15,1.15
Land Rover Range Rover 3.0 D,Mumbai,2008,34101,55001,Diesel,Automatic,Second,0.00,0,,,,,26.5,26.5
Honda City i-VTEC CVT VX,Bangalore,2015,11752,18955,Petrol,Automatic,First,42.30,18,1497 CC,117.3 bhp,5,16.04,10.65,5.39
Jaguar XF 2.2 Litre Luxury,Coimbatore,2016,29684,47877,Diesel,Automatic,First,38.45,16.36,2179 CC,187.7 bhp,5,,35.68,35.68
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Kochi,2017,26888,43368,Diesel,Automatic,First,35.25,15,2143 CC,204 bhp,5,,31.94,31.94
Chevrolet Cruze LTZ,Chennai,2011,45260,73000,Diesel,Manual,Third,43.01,18.3,1991 CC,147.9 bhp,5,,4.2,4.2
Mahindra XUV500 W8 2WD,Ahmedabad,2015,44644,72007,Diesel,Manual,First,35.49,15.1,2179 CC,140 bhp,7,,9.9,9.9
Mercedes-Benz New C-Class C 200 CGI Avantgarde,Kochi,2014,35202,56778,Petrol,Automatic,First,27.59,11.74,1796 CC,186 bhp,5,,15.46,15.46
Honda Jazz VX,Kochi,2018,12415,20024,Petrol,Manual,First,42.77,18.2,1199 CC,88.7 bhp,5,9.10,8.46,0.64
Toyota Etios G,Kolkata,2013,26104,42103,Petrol,Manual,First,39.43,16.78,1496 CC,88.73 bhp,5,,3.25,3.25
Maruti Alto LXi BSIII,Hyderabad,2012,41631,67147,Petrol,Manual,First,46.30,19.7,796 CC,46.3 bhp,5,,2.6,2.6
Maruti Swift VXI BSIV,Coimbatore,2016,23440,37806,Petrol,Manual,First,47.94,20.4,1197 CC,81.80 bhp,5,,5.2,5.2
Maruti A-Star Vxi,Pune,2009,52700,85000,Petrol,Manual,Third,44.65,19,998 CC,66.1 bhp,5,,1.8,1.8
Tata Nano Lx BSIV,Chennai,2011,21700,35000,Petrol,Manual,First,59.69,25.4,624 CC,37.48 bhp,4,,1.6,1.6
Ford Figo Titanium Diesel,Kolkata,2015,44662,72035,Diesel,Manual,First,59.93,25.5,1498 CC,99 bhp,5,7.65,2.5,5.15
Fiat Linea Emotion,Jaipur,2011,30070,48500,Petrol,Manual,First,37.60,16,1368 CC,90 bhp,5,,2.5,2.5
Ford Figo Aspire 1.2 Ti-VCT Trend,Coimbatore,2017,17889,28854,Petrol,Manual,First,42.68,18.16,1196 CC,86.8 bhp,5,,6.7,6.7
Maruti Baleno LXI,Hyderabad,2005,57319,92450,Petrol,Manual,First,36.19,15.4,1590 CC,94 bhp,5,,1.2,1.2
BMW 3 Series 320d Luxury Line,Coimbatore,2016,8898,14351,Diesel,Automatic,First,44.37,18.88,1995 CC,184 bhp,5,,35.55,35.55
Chevrolet Cruze LTZ,Jaipur,2017,31674,51087,Diesel,Manual,First,42.07,17.9,1998 CC,163.7 bhp,5,,7.75,7.75
Mahindra Scorpio 2.6 DX,Chennai,2005,31000,50000,Diesel,Manual,First,29.85,12.7,2609 CC,116.6 bhp,8,,1.94,1.94
Tata Indica V2 eLS,Hyderabad,2016,45260,73000,Diesel,Manual,First,58.75,25,1396 CC,69 bhp,5,,2.2,2.2
Chevrolet Cruze LTZ AT,Ahmedabad,2011,37200,60000,Diesel,Automatic,First,42.54,18.1,1991 CC,147.9 bhp,4,,3.8,3.8
Toyota Innova 2.5 V Diesel 8-seater,Chennai,2016,31000,50000,Diesel,Manual,First,30.08,12.8,2494 CC,102 bhp,8,,15.65,15.65
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,22814,36797,Diesel,Automatic,First,45.28,19.27,2143 CC,167.62 bhp,5,,39.47,39.47
Maruti Ritz VXi,Kolkata,2011,31000,50000,Petrol,Manual,Second,43.48,18.5,1197 CC,85.80 bhp,5,,1.5,1.5
Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,Ahmedabad,2013,58280,94000,Diesel,Manual,First,30.08,12.8,2494 CC,102 bhp,8,,8.85,8.85
Toyota Fortuner 4x4 MT,Bangalore,2013,45880,74000,Diesel,Manual,Second,29.49,12.55,2982 CC,168.5 bhp,7,,17.9,17.9
Hyundai i10 Sportz AT,Coimbatore,2014,25430,41016,Petrol,Automatic,Second,39.83,16.95,1197 CC,78.9 bhp,5,,5.08,5.08
Hyundai Verna 1.6 SX,Bangalore,2012,41540,67000,Diesel,Manual,First,52.45,22.32,1582 CC,126.32 bhp,5,,6.25,6.25
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Bangalore,2015,47695,76927,Diesel,Automatic,First,36.97,15.73,1968 CC,174.33 bhp,5,,22.75,22.75
Chevrolet Beat LS,Kolkata,2010,10595,17088,Petrol,Manual,First,43.71,18.6,1199 CC,79.4 bhp,5,,1.46,1.46
Ford Fiesta 1.4 Duratorq ZXI,Pune,2007,69941,112808,Diesel,Manual,Second,41.83,17.8,1399 CC,68 bhp,5,,2.05,2.05
Ford Figo Diesel EXI,Coimbatore,2014,46488,74980,Diesel,Manual,First,47.00,20,1399 CC,68 bhp,5,,4.08,4.08
Maruti Celerio VXI AT,Hyderabad,2014,27652,44600,Petrol,Automatic,First,54.29,23.1,998 CC,67.04 bhp,5,,4.55,4.55
Mercedes-Benz A Class A180 CDI,Mumbai,2013,22940,37000,Diesel,Automatic,First,47.00,20,2143 CC,107.3 bhp,5,,14,14
Hyundai Creta 1.6 SX,Ahmedabad,2016,13020,21000,Petrol,Manual,First,37.13,15.8,1591 CC,121.3 bhp,5,13.74,10.9,2.84
Maruti Wagon R VXI BS IV,Bangalore,2010,50372,81245,Petrol,Manual,First,44.42,18.9,998 CC,67.1 bhp,5,,2.45,2.45
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Delhi,2013,43400,70000,Diesel,Automatic,First,23.50,10,2148 CC,170 bhp,5,,15.8,15.8
Ford EcoSport 1.5 Ti VCT MT Titanium BE,Mumbai,2017,2491,4018,Petrol,Manual,First,44.37,18.88,1499 CC,110.4 bhp,5,,8.25,8.25
Renault Koleos 2.0 Diesel,Delhi,2013,43400,70000,Diesel,Automatic,Second,32.27,13.73,1995 CC,148 bhp,5,,8.5,8.5
Mahindra XUV500 W10 2WD,Coimbatore,2016,35050,56532,Diesel,Manual,First,37.60,16,2179 CC,140 bhp,7,,15.54,15.54
Maruti Omni E 8 Str STD,Hyderabad,2013,16663,26875,Petrol,Manual,First,39.48,16.8,796 CC,34.2 bhp,8,,2.35,2.35
Maruti Wagon R VXI,Coimbatore,2015,45011,72599,Petrol,Manual,First,52.88,22.5,998 CC,67.04 bhp,5,5.72,4.32,1.4
Ford Endeavour XLT TDCi 4X2,Jaipur,2008,127100,205000,Diesel,Manual,Second,30.79,13.1,2499 CC,141 bhp,7,,3.9,3.9
Hyundai Verna 1.6 SX,Hyderabad,2011,60760,98000,Diesel,Manual,Second,52.45,22.32,1582 CC,126.32 bhp,5,,5.2,5.2
Hyundai i20 Magna 1.2,Mumbai,2018,12090,19500,Petrol,Manual,First,43.71,18.6,1197 CC,81.83 bhp,5,,5.85,5.85
Maruti Ertiga ZXI,Bangalore,2013,42160,68000,Petrol,Manual,Second,37.65,16.02,1373 CC,93.7 bhp,7,,6.25,6.25
Mahindra XUV500 W9 AT,Coimbatore,2019,12185,19654,Diesel,Automatic,First,32.90,14,2179 CC,155 bhp,7,21.33,17.63,3.7
Maruti SX4 S Cross DDiS 200 Zeta,Mumbai,2017,16120,26000,Diesel,Manual,First,55.58,23.65,1248 CC,88.5 bhp,5,,9.75,9.75
Mercedes-Benz SLK-Class SLK 350,Bangalore,2015,6200,10000,Petrol,Automatic,First,42.54,18.1,3498 CC,306 bhp,2,,55,55
Volkswagen Polo Diesel Comfortline 1.2L,Hyderabad,2011,46512,75020,Diesel,Manual,First,51.86,22.07,1199 CC,73.9 bhp,5,,4.1,4.1
Toyota Fortuner 4x4 MT,Hyderabad,2011,97340,157000,Diesel,Manual,First,29.49,12.55,2982 CC,168.5 bhp,7,,11.99,11.99
Mahindra XUV500 W10 2WD,Kochi,2017,27139,43773,Diesel,Manual,First,37.60,16,2179 CC,140 bhp,7,,13.54,13.54
Mercedes-Benz GLE 250d,Mumbai,2016,13020,21000,Diesel,Automatic,First,42.07,17.9,2143 CC,201.15 bhp,5,78.76,56,22.76
Honda Jazz 1.2 VX i VTEC,Chennai,2016,14434,23280,Petrol,Manual,First,43.95,18.7,1199 CC,88.7 bhp,5,,6.5,6.5
Maruti Swift Dzire VDI,Pune,2013,54560,88000,Diesel,Manual,First,54.99,23.4,1248 CC,74 bhp,5,,4.75,4.75
Hyundai Verna 1.6 SX VTVT,Hyderabad,2014,41540,67000,Petrol,Manual,First,39.97,17.01,1591 CC,121.3 bhp,5,,5.6,5.6
Ford Endeavour 3.2 Titanium AT 4X4,Coimbatore,2017,36974,59636,Diesel,Automatic,First,25.64,10.91,3198 CC,197 bhp,7,,29.2,29.2
Hyundai i20 1.2 Asta Option,Kolkata,2018,6820,11000,Petrol,Manual,First,43.71,18.6,1197 CC,81.83 bhp,5,,6.35,6.35
Honda City 1.5 V MT Sunroof,Mumbai,2013,37615,60669,Petrol,Manual,First,39.48,16.8,1497 CC,116.3 bhp,5,,4.95,4.95
Honda Amaze VX Diesel,Hyderabad,2018,7440,12000,Diesel,Manual,First,64.39,27.4,1498 CC,98.6 bhp,5,10.34,8.5,1.84
Hyundai Verna 1.6 SX VTVT (O),Kolkata,2013,21700,35000,Petrol,Manual,First,40.19,17.1,1591 CC,121.3 bhp,5,,4.5,4.5
Honda Mobilio S i DTEC,Chennai,2015,40300,65000,Diesel,Manual,First,56.87,24.2,1498 CC,98.6 bhp,7,,5.5,5.5
Maruti Ertiga ZDI,Kochi,2013,24756,39929,Diesel,Manual,First,48.81,20.77,1248 CC,88.8 bhp,7,,6.56,6.56
Maruti Alto K10 LXI,Pune,2014,30380,49000,Petrol,Manual,First,56.56,24.07,998 CC,67.1 bhp,5,4.29,2.3,1.99
Toyota Qualis FS B2,Pune,2004,48209,77757,Diesel,Manual,Second,30.79,13.1,2446 CC,75 bhp,10,,3.5,3.5
Hyundai i10 Sportz,Kochi,2016,13303,21456,Petrol,Manual,First,47.85,20.36,1197 CC,78.9 bhp,5,,4.55,4.55
Skoda Laura 1.9 TDI AT Ambiente,Bangalore,2009,45880,74000,Diesel,Automatic,Second,39.95,17,1896 CC,105 bhp,5,,7.75,7.75
Hyundai i20 Asta Option 1.2,Mumbai,2015,22940,37000,Petrol,Manual,Second,43.71,18.6,1197 CC,81.83 bhp,5,,5.25,5.25
BMW 5 Series 2003-2012 530d Highline,Coimbatore,2013,67357,108640,Diesel,Automatic,First,27.03,11.5,2993 CC,235 bhp,5,,23.29,23.29
BMW 3 Series 320d M Sport,Mumbai,2016,23560,38000,Diesel,Automatic,First,53.32,22.69,1995 CC,190 bhp,5,,23.99,23.99
Chevrolet Aveo 1.4 LT ABS BSIV,Pune,2010,49600,80000,Petrol,Manual,First,34.05,14.49,1399 CC,92.7 bhp,5,,1.79,1.79
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Mumbai,2011,29140,47000,Diesel,Automatic,Second,33.39,14.21,2143 CC,203 bhp,5,,13.9,13.9
Audi A6 2011-2015 2.0 TDI Premium Plus,Kolkata,2013,19220,31000,Diesel,Automatic,First,41.55,17.68,1968 CC,174.33 bhp,5,,18.95,18.95
Maruti Wagon R LXI BS IV,Kolkata,2014,24800,40000,Petrol,Manual,First,48.20,20.51,998 CC,67.04 bhp,5,,2.49,2.49
Renault KWID RXT,Jaipur,2016,2574,4152,Petrol,Manual,First,59.15,25.17,799 CC,53.3 bhp,5,,3.15,3.15
Volkswagen Ameo 1.5 TDI Highline,Mumbai,2017,31620,51000,Diesel,Manual,First,50.90,21.66,1498 CC,108.62 bhp,5,10.04,6.45,3.59
Volkswagen Polo Diesel Comfortline 1.2L,Ahmedabad,2013,34100,55000,Diesel,Manual,First,51.86,22.07,1199 CC,73.9 bhp,5,,4.25,4.25
Maruti Alto 800 LXI,Hyderabad,2014,36270,58500,Petrol,Manual,First,53.44,22.74,796 CC,47.3 bhp,5,,2.75,2.75
Hyundai i20 Asta Option 1.2,Kochi,2017,36344,58620,Petrol,Manual,First,43.71,18.6,1197 CC,81.83 bhp,5,,7.14,7.14
Hyundai i20 1.2 Sportz,Jaipur,2012,44127,71172,Petrol,Manual,Third,39.95,17,1197 CC,80 bhp,5,,3.5,3.5
Hyundai i20 1.4 Asta,Chennai,2017,7440,12000,Diesel,Manual,First,52.97,22.54,1396 CC,88.73 bhp,5,,7.3,7.3
Maruti Wagon R LXI Optional,Kolkata,2014,15500,25000,Petrol,Manual,First,48.20,20.51,998 CC,67.04 bhp,5,,2.75,2.75
Hyundai i20 1.4 Asta Option,Bangalore,2017,26660,43000,Diesel,Manual,Second,52.97,22.54,1396 CC,88.73 bhp,5,,8.2,8.2
Volkswagen Polo GT TSI,Mumbai,2015,35354,57022,Petrol,Automatic,First,40.44,17.21,1197 CC,103.6 bhp,5,,6.51,6.51
Ford Figo Diesel Titanium,Pune,2015,57040,92000,Diesel,Manual,First,47.00,20,1399 CC,68.05 bhp,5,,4.25,4.25
Maruti Swift ZXI,Coimbatore,2014,20691,33372,Petrol,Manual,Second,43.71,18.6,1197 CC,85.8 bhp,5,,6.21,6.21
Hyundai Grand i10 CRDi Magna,Kochi,2016,32628,52625,Diesel,Manual,First,56.40,24,1120 CC,70 bhp,5,,4.58,4.58
Mahindra Xylo H4,Chennai,2016,133300,215000,Diesel,Manual,First,32.95,14.02,2179 CC,118.3 bhp,7,11.67,7.5,4.17
Hyundai i10 Magna 1.1,Coimbatore,2014,37286,60138,Petrol,Manual,First,46.55,19.81,1086 CC,68.05 bhp,5,,4.09,4.09
Skoda Octavia Elegance 2.0 TDI AT,Mumbai,2014,52080,84000,Diesel,Automatic,First,45.36,19.3,1968 CC,141 bhp,5,,10.75,10.75
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2014,29140,47000,Diesel,Automatic,First,37.53,15.97,2993 CC,258 bhp,7,,41.5,41.5
Maruti Celerio VXI AT,Hyderabad,2014,20739,33450,Petrol,Automatic,First,54.29,23.1,998 CC,67.04 bhp,5,,4.4,4.4
